321	168	21	21
375	170	20	20
389	170	20	20
280	171	19	19
336	172	19	19
121	337	20	20
573	171	22	22
277	39	20	20
288	39	22	22
202	176	22	22
528	172	24	24
480	174	24	24
504	177	24	24
549	178	27	27
285	346	22	22
174	177	24	24
294	143	27	27
258	151	26	26
597	177	27	27
326	150	25	25
350	152	25	25
379	152	24	24
493	351	21	21
455	177	30	30
451	156	24	24
634	183	25	25
237	370	23	23
293	187	27	27
408	190	34	34
498	201	27	27
356	246	30	30
312	200	18	18
29	199	27	27
476	425	18	18
542	200	21	21
639	201	27	27
57	203	30	30
201	210	30	30
474	297	23	23
228	314	20	20
351	279	19	19
603	219	25	25
409	276	21	21
647	273	19	19
110	276	21	21
400	212	22	22
624	222	21	21
105	213	26	26
375	308	29	29
588	308	21	21
535	220	31	31
645	280	31	31
195	284	22	22
411	239	24	24
371	286	21	21
566	307	32	32
511	222	21	21
186	315	20	20
479	317	36	36
489	244	29	29
267	161	25	25
360	503	24	24
345	540	21	21
106	176	30	30
270	181	24	24
587	231	38	38
276	196	21	21
470	195	27	27
553	245	23	23
626	198	24	24
78	255	22	22
419	257	30	30
170	216	25	25
439	272	21	21
301	287	26	26
553	220	23	23
516	193	22	22
523	421	30	30
239	465	24	24
2	246	27	27
195	297	25	25
211	156	34	34
407	306	27	27
591	191	28	28
93	255	27	27
222	201	35	35
81	264	30	30
273	281	26	26
382	283	30	30
291	160	34	34
345	170	31	31
456	348	44	44
485	262	42	42
416	211	33	33
628	327	31	31
393	239	30	30
537	253	33	33
133	208	42	42
61	222	30	30
581	297	32	32
207	294	35	35
375	164	39	39
138	182	36	36
222	137	50	50
462	229	38	38
548	246	35	35
68	246	35	35
393	210	39	39
560	186	43	43
6	257	51	51
242	310	52	52
72	225	48	48
575	299	48	48
189	278	57	57
