349	189	28	28
312	194	24	24
394	191	27	27
433	193	26	26
507	198	22	22
273	200	25	25
9	369	21	21
210	211	20	20
653	210	24	24
608	210	28	28
263	218	19	19
360	212	31	31
586	224	18	18
203	245	28	28
630	246	24	24
457	244	30	30
228	475	24	24
17	365	22	22
380	210	22	22
485	233	22	22
431	239	30	30
321	208	23	23
576	212	24	24
609	224	24	24
334	228	27	27
158	246	31	31
671	253	26	26
587	14	28	28
144	252	30	30
614	273	30	30
219	483	32	32
372	205	31	31
495	207	39	39
504	511	33	33
455	224	33	33
502	245	37	37
392	520	35	35
603	222	39	39
375	235	38	38
324	246	38	38
407	271	55	55
642	219	50	50
394	214	52	52
272	266	56	56
558	204	64	64
