273	201	26	26
318	326	26	26
225	222	20	20
195	224	24	24
305	333	24	24
608	334	19	19
562	225	24	24
475	524	19	19
626	233	22	22
594	234	24	24
501	237	25	25
565	239	18	18
206	239	25	25
463	243	20	20
189	244	23	23
541	245	20	20
634	244	22	22
234	251	21	21
494	252	21	21
131	287	27	27
173	282	26	26
255	247	29	29
327	282	21	21
360	282	25	25
374	255	21	21
577	283	21	21
291	258	24	24
578	255	25	25
156	253	30	30
441	292	20	20
651	259	23	23
240	291	20	20
596	264	18	18
67	265	32	32
201	311	19	19
221	308	25	25
315	309	22	22
355	298	21	21
315	261	28	28
597	315	20	20
519	272	21	21
536	300	24	24
597	296	29	29
652	297	24	24
247	271	24	24
612	316	20	20
614	273	21	21
131	309	19	19
483	275	36	36
336	304	20	20
499	299	37	37
61	499	27	27
450	228	27	27
243	228	28	28
364	233	29	29
555	243	22	22
102	253	28	28
54	273	24	24
205	286	21	21
72	513	30	30
299	234	28	28
170	245	25	25
523	246	29	29
621	254	22	22
465	258	28	28
396	279	28	28
450	280	31	31
601	285	22	22
508	261	25	25
549	279	25	25
447	246	25	25
62	477	30	30
198	308	31	31
205	274	27	27
117	253	33	33
558	259	32	32
270	264	31	31
372	264	33	33
621	250	36	36
455	295	44	44
268	288	36	36
627	313	48	48
324	338	37	37
565	305	42	42
454	340	41	41
538	276	48	48
285	302	46	46
53	466	44	44
612	7	45	45
81	274	49	49
242	255	49	49
372	300	49	49
222	207	56	56
