132.75	47.25	21.75	21.75
371.25	76.5	24.75	24.75
295.5	369	21	21
350.25	372.75	23.25	23.25
291	507	23.25	23.25
666.75	522	26.25	26.25
436.5	420	19.5	19.5
321.75	435	21.75	21.75
306.75	447	19.5	19.5
279	472.5	23.25	23.25
501	40.5	21	21
269.25	366	22.5	22.5
272.25	384.75	21	21
306	391.5	21	21
363.75	518.25	21	21
534	416.25	27	27
202.5	258	38.25	38.25
531.75	433.5	24	24
340.5	359.25	25.5	25.5
323.25	252.75	27.75	27.75
523.5	255	32.25	32.25
49.5	359.25	26.25	26.25
635.25	528.75	29.25	29.25
379.5	206.25	34.5	34.5
315	361.5	30.75	30.75
352.5	489.75	28.5	28.5
24	441.75	30.75	30.75
215.25	276	30.75	30.75
501.75	255.75	40.5	40.5
254.25	355.5	43.5	43.5
628.5	528	41.25	41.25
564	396	57.75	57.75
