576	521	19	19
455	42	19	19
571	178	22	22
375	105	22	22
438	113	23	23
543	117	32	32
522	123	28	28
566	129	21	21
328	202	22	22
621	131	19	19
227	133	24	24
256	135	20	20
179	146	27	27
300	135	22	22
500	159	23	23
507	145	22	22
85	319	19	19
210	150	23	23
516	475	21	21
606	178	22	22
348	117	27	27
102	436	21	21
594	189	33	33
390	493	27	27
600	210	24	24
331	142	24	24
632	160	24	24
651	170	23	23
516	168	32	32
165	155	27	27
231	162	30	30
508	168	27	27
574	197	29	29
325	464	41	41
412	480	33	33
327	123	36	36
9	509	34	34
271	126	37	37
156	149	37	37
330	429	45	45
575	163	47	47
