524	64	24	24
468	68	26	26
562	68	27	27
127	177	31	31
40	187	21	21
563	367	19	19
523	104	20	20
345	106	19	19
31	368	32	32
229	376	27	27
2	267	19	19
679	142	19	19
392	299	21	21
114	244	20	20
197	327	19	19
657	434	21	21
27	483	19	19
436	294	21	21
564	89	21	21
642	112	32	32
78	466	26	26
658	126	24	24
273	387	31	31
650	228	24	24
84	234	24	24
15	404	22	22
388	288	21	21
186	165	34	34
9	11	27	27
144	197	22	22
40	466	24	24
243	304	27	27
545	198	33	33
475	254	28	28
21	6	27	27
131	152	30	30
83	491	33	33
245	385	29	29
286	225	30	30
349	414	27	27
627	111	31	31
243	413	39	39
588	161	54	54
241	393	41	41
546	143	39	39
81	445	62	62
428	189	50	50
85	189	46	46
470	131	54	54
478	221	53	53
612	184	54	54
0	450	52	52
513	322	60	60
175	183	64	64
520	190	60	60
