504	65.25	19.5	19.5
448.5	76.5	19.5	19.5
478.5	80.25	18.75	18.75
637.5	87.75	18.75	18.75
271.5	94.5	20.25	20.25
306	96	21	21
198.75	99	22.5	22.5
277.5	110.25	22.5	22.5
313.5	111.75	19.5	19.5
297	111.75	21	21
650.25	407.25	30.75	30.75
465	118.5	21	21
260.25	126	21	21
504	128.25	21	21
551.25	129	22.5	22.5
582.75	130.5	22.5	22.5
164.25	139.5	19.5	19.5
204	150	21	21
492	151.5	22.5	22.5
248.25	161.25	21	21
214.5	170.25	21	21
629.25	446.25	19.5	19.5
194.25	174.75	20.25	20.25
561.75	180	21	21
286.5	196.5	22.5	22.5
234.75	196.5	22.5	22.5
227.25	215.25	19.5	19.5
594	213.75	23.25	23.25
558.75	215.25	24	24
180	218.25	20.25	20.25
319.5	500.25	22.5	22.5
648.75	221.25	18.75	18.75
117.75	249	24.75	24.75
582	253.5	27.75	27.75
453.75	271.5	21.75	21.75
127.5	302.25	24.75	24.75
76.5	301.5	27	27
109.5	290.25	20.25	20.25
444.75	288	21.75	21.75
200.25	307.5	24	24
492	294.75	18.75	18.75
183.75	201.75	27	27
512.25	144.75	21.75	21.75
330.75	253.5	22.5	22.5
639.75	265.5	22.5	22.5
616.5	327	21.75	21.75
672	273.75	21	21
567.75	407.25	35.25	35.25
219	424.5	26.25	26.25
675.75	486.75	20.25	20.25
587.25	488.25	21.75	21.75
14.25	514.5	19.5	19.5
501	400.5	39	39
166.5	178.5	27	27
523.5	252.75	25.5	25.5
465	251.25	29.25	29.25
501.75	375	35.25	35.25
610.5	382.5	26.25	26.25
636.75	435	28.5	28.5
481.5	166.5	28.5	28.5
130.5	419.25	35.25	35.25
629.25	281.25	30	30
579.75	423	39	39
578.25	448.5	40.5	40.5
70.5	312.75	45	45
328.5	359.25	36.75	36.75
112.5	258.75	36	36
261	426	46.5	46.5
153	170.25	41.25	41.25
