272	42	20	20
133	185	24	24
519	54	18	18
259	118	23	23
315	180	33	33
284	118	26	26
310	120	27	27
353	120	21	21
380	120	21	21
313	109	19	19
404	122	22	22
263	127	19	19
346	192	25	25
680	373	19	19
118	191	36	36
388	126	23	23
414	132	21	21
136	132	24	24
672	377	19	19
213	196	22	22
459	135	21	21
303	136	22	22
401	141	21	21
368	144	21	21
64	147	25	25
414	147	22	22
476	149	18	18
542	409	18	18
624	414	18	18
132	146	29	29
270	8	21	21
133	30	21	21
270	161	24	24
39	165	27	27
334	117	27	27
228	140	21	21
243	141	20	20
377	138	26	26
328	201	22	22
412	426	21	21
503	39	22	22
527	390	28	28
354	144	22	22
427	140	24	24
459	144	22	22
425	255	24	24
236	117	27	27
106	213	33	33
224	196	25	25
154	201	35	35
81	168	45	45
228	177	34	34
381	210	30	30
423	225	33	33
186	194	33	33
399	144	33	33
172	177	39	39
229	151	36	36
283	152	40	40
103	162	36	36
524	268	40	40
617	10	39	39
91	144	39	39
27	168	44	44
625	209	46	46
546	386	54	54
35	188	64	64
437	378	66	66
627	404	66	66
468	267	66	66
