46	163	27	27
487	492	19	19
429	330	19	19
143	159	26	26
473	159	26	26
507	164	29	29
582	179	33	33
162	159	30	30
306	117	20	20
437	174	20	20
244	126	25	25
436	129	26	26
303	173	23	23
384	131	31	31
210	141	24	24
611	177	25	25
471	249	30	30
654	176	28	28
63	176	27	27
353	146	24	24
493	182	20	20
560	188	23	23
609	256	21	21
315	153	21	21
510	147	26	26
537	266	20	20
117	151	30	30
84	187	30	30
279	153	30	30
381	157	21	21
412	267	33	33
534	157	22	22
674	192	24	24
648	276	30	30
432	206	20	20
378	282	23	23
552	294	25	25
635	297	18	18
438	306	22	22
456	207	24	24
645	223	19	19
174	228	25	25
424	310	19	19
78	213	20	20
546	214	23	23
517	240	32	32
673	217	26	26
257	216	24	24
449	250	20	20
455	249	24	24
370	477	25	25
178	136	33	33
315	163	31	31
487	344	24	24
597	354	30	30
232	183	35	35
646	205	21	21
417	290	20	20
252	171	24	24
300	34	23	23
531	345	30	30
462	183	37	37
397	197	22	22
612	160	35	35
99	238	24	24
549	237	27	27
580	250	23	23
207	168	31	31
552	312	34	34
619	234	27	27
381	308	30	30
503	183	30	30
142	202	30	30
589	279	31	31
240	151	32	32
256	148	33	33
345	235	41	41
608	204	33	33
298	133	34	34
502	201	33	33
575	246	33	33
653	236	37	37
528	151	37	37
559	206	39	39
446	279	37	37
615	221	44	44
396	300	37	37
288	242	62	62
418	187	43	43
426	233	46	46
477	274	51	51
605	310	61	61
145	202	45	45
348	273	57	57
402	208	52	52
397	493	63	63
300	166	60	60
252	218	66	66
