360	170	23	23
541	167	27	27
233	178	24	24
386	180	18	18
374	114	20	20
441	112	21	21
501	113	26	26
492	184	21	21
628	184	18	18
485	193	19	19
645	189	21	21
561	471	21	21
213	198	23	23
229	195	21	21
451	197	19	19
410	309	21	21
212	229	24	24
427	159	22	22
299	173	27	27
472	117	23	23
582	202	30	30
498	211	22	22
169	189	29	29
184	195	24	24
425	84	24	24
463	275	33	33
63	248	24	24
484	132	25	25
184	225	33	33
385	228	27	27
68	95	28	28
566	144	27	27
326	267	50	50
132	426	39	39
11	513	33	33
468	113	36	36
435	147	34	34
361	304	56	56
431	165	39	39
378	216	46	46
