320	330	25	25
467	339	18	18
238	254	24	24
632	337	18	18
283	259	20	20
309	258	23	23
330	260	26	26
522	342	24	24
290	277	22	22
44	277	32	32
363	279	25	25
548	355	20	20
339	286	28	28
449	284	27	27
189	299	30	30
507	282	27	27
327	298	23	23
535	283	24	24
481	301	27	27
530	304	21	21
445	365	20	20
318	289	21	21
576	292	26	26
613	306	23	23
349	309	19	19
146	304	32	32
55	316	18	18
405	388	21	21
557	392	24	24
184	319	21	21
607	397	20	20
564	321	22	22
231	320	24	24
423	304	20	20
541	301	21	21
527	15	24	24
179	274	35	35
212	532	24	24
626	546	22	22
591	387	22	22
576	439	21	21
498	325	23	23
219	489	24	24
572	333	29	29
141	270	27	27
92	289	45	45
369	313	36	36
68	309	29	29
462	310	26	26
415	320	30	30
428	372	32	32
627	324	26	26
651	400	24	24
283	304	32	32
163	313	32	32
217	339	33	33
539	444	30	30
42	300	30	30
529	386	33	33
163	471	33	33
564	307	33	33
256	273	33	33
540	367	40	40
279	255	35	35
414	348	35	35
297	314	39	39
385	273	39	39
267	318	42	42
528	319	42	42
222	303	48	48
135	264	45	45
588	417	54	54
222	511	53	53
547	0	56	56
481	387	56	56
216	321	57	57
