514	69	27	27
377	181	18	18
369	98	21	21
439	505	19	19
413	510	19	19
222	368	26	26
36	138	19	19
213	386	22	22
386	527	19	19
526	264	19	19
330	267	20	20
42	306	19	19
2	441	24	24
45	315	23	23
79	174	33	33
451	105	28	28
225	387	22	22
543	287	19	19
9	273	21	21
678	364	21	21
474	81	26	26
209	370	24	24
274	399	24	24
109	132	33	33
646	407	23	23
182	414	24	24
535	285	26	26
671	145	26	26
200	159	37	37
658	157	33	33
436	90	33	33
643	100	33	33
0	261	27	27
1	39	27	27
183	376	30	30
442	435	31	31
375	456	30	30
624	184	36	36
543	121	45	45
163	390	39	39
660	333	41	41
4	469	45	45
438	488	36	36
207	391	37	37
570	151	39	39
108	198	48	48
474	504	47	47
412	436	45	45
58	184	40	40
474	463	48	48
610	155	44	44
305	447	45	45
622	186	46	46
182	284	51	51
208	342	56	56
556	387	54	54
409	192	56	56
