437	159	23	23
544	165	19	19
555	174	18	18
288	63	26	26
321	67	28	28
252	83	27	27
399	81	29	29
472	93	25	25
496	278	21	21
261	322	21	21
645	289	24	24
119	438	29	29
519	154	22	22
594	303	24	24
453	165	21	21
629	339	37	37
324	467	22	22
620	471	31	31
77	411	25	25
658	256	25	25
111	138	24	24
178	446	31	31
450	101	27	27
113	111	35	35
594	126	27	27
664	229	25	25
234	165	34	34
298	444	28	28
579	156	33	33
252	390	30	30
425	230	36	36
195	144	36	36
603	424	36	36
129	126	34	34
304	460	37	37
165	503	34	34
612	381	37	37
447	96	40	40
226	139	41	41
453	120	41	41
639	250	56	56
