350	189	28	28
313	194	23	23
396	192	25	25
516	197	24	24
277	198	24	24
434	196	30	30
491	211	25	25
649	210	24	24
366	210	27	27
242	219	27	27
327	225	27	27
600	254	19	19
624	252	25	25
164	243	28	28
366	252	34	34
474	246	26	26
620	276	26	26
440	15	23	23
639	17	21	21
381	211	20	20
480	279	22	22
405	246	22	22
671	249	33	33
16	365	24	24
213	205	27	27
606	210	35	35
459	219	29	29
654	278	26	26
417	240	34	34
222	486	26	26
207	239	30	30
486	226	36	36
359	284	27	27
384	284	31	31
335	249	30	30
163	288	32	32
579	234	37	37
654	268	40	40
380	273	46	46
