125	501	18	18
522	60	24	24
468	66	24	24
35	360	18	18
40	188	21	21
573	100	23	23
411	201	22	22
32	368	30	30
645	114	29	29
228	374	30	30
662	126	21	21
659	432	19	19
652	229	24	24
65	231	21	21
120	157	22	22
352	417	22	22
392	300	20	20
576	279	23	23
577	16	21	21
485	234	22	22
41	467	24	24
25	481	24	24
489	495	21	21
83	138	26	26
325	141	26	26
519	318	35	35
609	503	25	25
45	204	30	30
81	444	62	62
270	387	35	35
132	265	31	31
546	194	37	37
583	165	54	54
192	318	34	34
124	153	37	37
423	160	41	41
258	62	45	45
624	105	39	39
242	412	43	43
238	384	47	47
642	221	38	38
171	236	44	44
470	135	53	53
545	141	42	42
429	192	47	47
0	449	53	53
489	153	51	51
522	231	58	58
71	388	51	51
394	507	59	59
468	326	64	64
48	169	60	60
141	178	60	60
