309	165	20	20
299	108	25	25
375	117	21	21
496	171	26	26
516	168	20	20
616	166	25	25
313	114	20	20
340	114	21	21
145	117	25	25
407	115	24	24
593	173	29	29
175	122	24	24
294	122	21	21
322	124	19	19
357	123	24	24
438	127	20	20
163	129	23	23
420	129	21	21
92	129	26	26
273	132	20	20
312	133	21	21
255	175	30	30
39	138	29	29
665	281	21	21
104	278	27	27
630	194	23	23
381	285	19	19
674	190	23	23
276	223	20	20
537	189	28	28
240	146	19	19
289	132	32	32
240	232	19	19
441	147	22	22
519	146	23	23
159	152	18	18
501	147	27	27
321	303	34	34
460	309	21	21
210	155	21	21
252	207	35	35
265	156	24	24
550	159	21	21
390	217	30	30
489	160	24	24
63	144	26	26
189	156	23	23
223	114	21	21
426	293	24	24
379	159	22	22
158	222	33	33
366	540	24	24
330	330	23	23
113	254	32	32
517	273	24	24
611	187	21	21
565	272	29	29
336	189	24	24
510	188	30	30
282	198	24	24
664	207	27	27
120	137	33	33
297	305	23	23
390	243	23	23
629	241	27	27
412	149	30	30
103	122	37	37
280	312	25	25
21	138	27	27
159	175	32	32
121	177	41	41
80	185	27	27
117	202	30	30
162	279	27	27
492	462	34	34
30	159	41	41
195	171	34	34
386	129	32	32
211	186	36	36
366	183	30	30
554	182	30	30
206	264	30	30
77	207	36	36
606	214	37	37
377	241	30	30
374	105	34	34
329	135	35	35
451	228	36	36
399	301	31	31
400	177	37	37
142	192	39	39
193	212	44	44
223	285	37	37
87	143	42	42
518	204	40	40
442	255	50	50
530	344	48	48
59	153	50	50
607	92	45	45
303	110	45	45
488	359	53	53
416	147	45	45
79	166	52	52
637	291	54	54
137	145	51	51
